Symbol,GENE_BELONG_CATEGORY,重叠数量_同源重组（HR）,重叠数量_非同源末端连接（NHEJ）,重叠数量_碱基切除修复（BER）,重叠数量_核苷酸切除修复（NER）,重叠数量_错配修复（MMR）,重叠数量_跨损伤合成（TLS）,重叠数量_直接修复（DRR）,重叠数量_损伤应答检查点（CP）,重叠数量_未分类,STANDARD_NAME
XPC,混合(NER+BER+MMR),0,0,1,6,1,0,0,0,29,"['AGUIRRE_PANCREATIC_CANCER_COPY_NUMBER_DN', 'DEBIASI_APOPTOSIS_BY_REOVIRUS_INFECTION_DN', 'ENK_UV_RESPONSE_EPIDERMIS_UP', 'GOBP_DNA_DAMAGE_RESPONSE', 'GOBP_DNA_INTEGRITY_CHECKPOINT_SIGNALING', 'GOBP_DNA_REPAIR', 'GOBP_MISMATCH_REPAIR', 'GOBP_MITOTIC_DNA_INTEGRITY_CHECKPOINT_SIGNALING', 'GOBP_MITOTIC_INTRA_S_DNA_DAMAGE_CHECKPOINT_SIGNALING', 'GOBP_NUCLEOTIDE_EXCISION_REPAIR', 'GOBP_PYRIMIDINE_DIMER_REPAIR', 'GOBP_SIGNAL_TRANSDUCTION_IN_RESPONSE_TO_DNA_DAMAGE', 'GOBP_UV_DAMAGE_EXCISION_REPAIR', 'GOCC_CHROMOSOME', 'GOCC_NUCLEOLUS', 'GOCC_SITE_OF_DNA_DAMAGE', 'GOMF_BUBBLE_DNA_BINDING', 'GOMF_DNA_BINDING_TRANSCRIPTION_FACTOR_BINDING', 'GOMF_DNA_DAMAGE_SENSOR_ACTIVITY', 'GOMF_DNA_INSERTION_OR_DELETION_BINDING', 'GOMF_DNA_SECONDARY_STRUCTURE_BINDING', 'GOMF_MISMATCHED_DNA_BINDING', 'GOMF_RNA_POLYMERASE_II_SPECIFIC_DNA_BINDING_TRANSCRIPTION_FACTOR_BINDING', 'GOMF_TRANSCRIPTION_COACTIVATOR_ACTIVITY', 'HALLMARK_DNA_REPAIR', 'HP_ABNORMALITY_OF_DNA_REPAIR', 'HP_DEFECTIVE_DNA_REPAIR_AFTER_ULTRAVIOLET_RADIATION_DAMAGE', 'KAUFFMANN_DNA_REPAIR_GENES', 'KEGG_NUCLEOTIDE_EXCISION_REPAIR', 'KIM_MYC_AMPLIFICATION_TARGETS_UP', 'MANN_RESPONSE_TO_AMIFOSTINE_UP', 'PULVER_FOREY_CELLCYCLE_PEAKING_S2', 'REACTOME_DNA_DAMAGE_RECOGNITION_IN_GG_NER', 'REACTOME_DNA_REPAIR', 'REACTOME_GLOBAL_GENOME_NUCLEOTIDE_EXCISION_REPAIR_GG_NER', 'REACTOME_NUCLEOTIDE_EXCISION_REPAIR', 'REACTOME_SUMOYLATION_OF_DNA_DAMAGE_RESPONSE_AND_REPAIR_PROTEINS', 'SMIRNOV_RESPONSE_TO_IR_6HR_UP', 'STRUCTURE_SPECIFIC_DNA_BINDING', 'TSAI_RESPONSE_TO_IONIZING_RADIATION', 'WAKASUGI_HAVE_ZNF143_BINDING_SITES', 'WP_DNA_REPAIR_PATHWAYS_FULL_NETWORK', 'WP_NUCLEOTIDE_EXCISION_REPAIR', 'WP_NUCLEOTIDE_EXCISION_REPAIR_IN_XERODERMA_PIGMENTOSUM', 'ZHU_CMV_24_HR_DN', 'ZHU_CMV_ALL_DN']"
TP53BP1,混合(NER+HR+NHEJ),2,2,0,3,0,0,0,0,29,"['CARRILLOREIXACH_HEPATOBLASTOMA_VS_NORMAL_UP', 'DACOSTA_UV_RESPONSE_VIA_ERCC3_DN', 'ENK_UV_RESPONSE_KERATINOCYTE_DN', 'GOBP_APOPTOTIC_PROCESS', 'GOBP_CHROMATIN_ORGANIZATION', 'GOBP_DNA_DAMAGE_RESPONSE', 'GOBP_DNA_INTEGRITY_CHECKPOINT_SIGNALING', 'GOBP_DNA_REPAIR', 'GOBP_DOUBLE_STRAND_BREAK_REPAIR', 'GOBP_DOUBLE_STRAND_BREAK_REPAIR_VIA_CLASSICAL_NONHOMOLOGOUS_END_JOINING', 'GOBP_DOUBLE_STRAND_BREAK_REPAIR_VIA_NONHOMOLOGOUS_END_JOINING', 'GOBP_INTRINSIC_APOPTOTIC_SIGNALING_PATHWAY', 'GOBP_NEGATIVE_REGULATION_OF_DNA_RECOMBINATION', 'GOBP_NEGATIVE_REGULATION_OF_DNA_REPAIR', 'GOBP_NEGATIVE_REGULATION_OF_DOUBLE_STRAND_BREAK_REPAIR_VIA_HOMOLOGOUS_RECOMBINATION', 'GOBP_POSITIVE_REGULATION_OF_DNA_RECOMBINATION', 'GOBP_PROTEIN_LOCALIZATION_TO_SITE_OF_DOUBLE_STRAND_BREAK', 'GOBP_RECOMBINATIONAL_REPAIR', 'GOBP_REGULATION_OF_DNA_RECOMBINATION', 'GOBP_REGULATION_OF_DNA_REPAIR', 'GOBP_REGULATION_OF_DOUBLE_STRAND_BREAK_REPAIR_VIA_HOMOLOGOUS_RECOMBINATION', 'GOBP_SIGNAL_TRANSDUCTION_IN_RESPONSE_TO_DNA_DAMAGE', 'GOCC_CHROMOSOME', 'GOCC_CHROMOSOME_CENTROMERIC_REGION', 'GOCC_CONDENSED_CHROMOSOME', 'GOCC_DNA_REPAIR_COMPLEX', 'GOCC_KINETOCHORE', 'GOCC_REPLICATION_FORK', 'GOCC_SITE_OF_DNA_DAMAGE', 'GOCC_SITE_OF_DOUBLE_STRAND_BREAK', 'GOMF_DNA_BINDING_TRANSCRIPTION_FACTOR_BINDING', 'GOMF_HISTONE_BINDING', 'GOMF_RNA_POLYMERASE_II_SPECIFIC_DNA_BINDING_TRANSCRIPTION_FACTOR_BINDING', 'GOMF_SEQUENCE_SPECIFIC_DNA_BINDING', 'GOMF_TRANSCRIPTION_COACTIVATOR_ACTIVITY', 'KAUFFMANN_DNA_REPAIR_GENES', 'MORF_DDB1', 'PATIL_LIVER_CANCER', 'PULVER_FOREY_CELLCYCLE_PEAKING_G2_M', 'PULVER_FOREY_PERTURB_ACCUMULATION_G2_M', 'REACTOME_DNA_DOUBLE_STRAND_BREAK_REPAIR', 'REACTOME_DNA_DOUBLE_STRAND_BREAK_RESPONSE', 'REACTOME_DNA_REPAIR', 'REACTOME_DOUBLE_STRAND_BREAK_REPAIR', 'REACTOME_G2_M_DNA_DAMAGE_CHECKPOINT', 'REACTOME_HOMOLOGOUS_RECOMBINATION_REPAIR_OF_REPLICATION_INDEPENDENT_DOUBLE_STRAND_BREAKS', 'REACTOME_HOMOLOGY_DIRECTED_REPAIR', 'REACTOME_PROCESSING_OF_DNA_DOUBLE_STRAND_BREAK_ENDS', 'WP_DNA_IRDAMAGE_AND_CELLULAR_RESPONSE_VIA_ATR', 'WP_DNA_IRDOUBLE_STRAND_BREAKS_AND_CELLULAR_RESPONSE_VIA_ATM', 'ZHU_CMV_8_HR_DN', 'ZHU_CMV_ALL_DN']"
ATR,混合(HR+NER),4,0,0,4,0,0,0,0,36,"['BIOCARTA_ATRBRCA_PATHWAY', 'BIOCARTA_G1_PATHWAY', 'BIOCARTA_G2_PATHWAY', 'DACOSTA_UV_RESPONSE_VIA_ERCC3_COMMON_DN', 'DACOSTA_UV_RESPONSE_VIA_ERCC3_DN', 'DEBIASI_APOPTOSIS_BY_REOVIRUS_INFECTION_DN', 'DNA_DAMAGE_CHECKPOINT', 'DODD_NASOPHARYNGEAL_CARCINOMA_UP', 'EHLERS_ANEUPLOIDY_UP', 'ENK_UV_RESPONSE_KERATINOCYTE_DN', 'FLECHNER_PBL_KIDNEY_TRANSPLANT_REJECTED_VS_OK_UP', 'GOBP_CHROMATIN_ORGANIZATION', 'GOBP_CHROMATIN_REMODELING', 'GOBP_CHROMOSOME_ORGANIZATION', 'GOBP_DNA_DAMAGE_RESPONSE', 'GOBP_DNA_DAMAGE_RESPONSE_SIGNAL_TRANSDUCTION_BY_P53_CLASS_MEDIATOR', 'GOBP_DNA_INTEGRITY_CHECKPOINT_SIGNALING', 'GOBP_DNA_REPAIR', 'GOBP_DNA_REPLICATION', 'GOBP_DNA_TEMPLATED_DNA_REPLICATION', 'GOBP_DNA_TEMPLATED_DNA_REPLICATION_MAINTENANCE_OF_FIDELITY', 'GOBP_DOUBLE_STRAND_BREAK_REPAIR', 'GOBP_INTERSTRAND_CROSS_LINK_REPAIR', 'GOBP_NEGATIVE_REGULATION_OF_DNA_REPLICATION', 'GOBP_POSITIVE_REGULATION_OF_DNA_BIOSYNTHETIC_PROCESS', 'GOBP_POSITIVE_REGULATION_OF_DNA_DAMAGE_RESPONSE_SIGNAL_TRANSDUCTION_BY_P53_CLASS_MEDIATOR', 'GOBP_REGULATION_OF_DNA_BIOSYNTHETIC_PROCESS', 'GOBP_REGULATION_OF_DNA_DAMAGE_RESPONSE_SIGNAL_TRANSDUCTION_BY_P53_CLASS_MEDIATOR', 'GOBP_REGULATION_OF_DNA_REPAIR', 'GOBP_REGULATION_OF_DNA_REPLICATION', 'GOBP_RNA_TEMPLATED_DNA_BIOSYNTHETIC_PROCESS', 'GOBP_SIGNAL_TRANSDUCTION_IN_RESPONSE_TO_DNA_DAMAGE', 'GOBP_TELOMERE_ORGANIZATION', 'GOCC_CHROMOSOME', 'GOCC_SITE_OF_DNA_DAMAGE', 'GOMF_MISMATCH_REPAIR_COMPLEX_BINDING', 'GOMF_MUTLALPHA_COMPLEX_BINDING', 'GOMF_MUTSALPHA_COMPLEX_BINDING', 'HADDAD_B_LYMPHOCYTE_PROGENITOR', 'KAUFFMANN_DNA_REPAIR_GENES', 'KEGG_CELL_CYCLE', 'KEGG_P53_SIGNALING_PATHWAY', 'MODULE_403', 'PULVER_FOREY_PERTURB_ACCUMULATION_LG1', 'PULVER_FOREY_PERTURB_ACCUMULATION_M_EG1', 'PULVER_FOREY_PERTURB_ATTRITION_G1_S', 'PULVER_FOREY_PERTURB_ATTRITION_S', 'QI_PBMC_ZOSTAVAX_AGE_50_75YO_CORRELATED_WITH_28D_PEAK_T_CELL_RESPONSE_14DY_NEGATIVE', 'REACTOME_DISEASES_OF_DNA_REPAIR', 'REACTOME_DNA_DOUBLE_STRAND_BREAK_REPAIR', 'REACTOME_DNA_REPAIR', 'REACTOME_G2_M_DNA_DAMAGE_CHECKPOINT', 'REACTOME_HOMOLOGOUS_DNA_PAIRING_AND_STRAND_EXCHANGE', 'REACTOME_HOMOLOGY_DIRECTED_REPAIR', 'REACTOME_PROCESSING_OF_DNA_DOUBLE_STRAND_BREAK_ENDS', 'REACTOME_TP53_REGULATES_TRANSCRIPTION_OF_DNA_REPAIR_GENES', 'SOGA_COLORECTAL_CANCER_MYC_UP', 'WP_DNA_DAMAGE_RESPONSE', 'WP_DNA_IRDAMAGE_AND_CELLULAR_RESPONSE_VIA_ATR', 'WP_DNA_IRDOUBLE_STRAND_BREAKS_AND_CELLULAR_RESPONSE_VIA_ATM', 'WP_DNA_REPAIR_PATHWAYS_FULL_NETWORK', 'WP_MIRNA_REGULATION_OF_DNA_DAMAGE_RESPONSE', 'WP_NIPBL_ROLE_IN_DNA_DAMAGE_CORNELIA_DE_LANGE_SYNDROME']"
SNW1,核苷酸切除修复（NER）,0,0,0,1,0,0,0,0,11,"['DACOSTA_UV_RESPONSE_VIA_ERCC3_DN', 'FAELT_B_CLL_WITH_VH3_21_DN', 'GOBP_APOPTOTIC_PROCESS', 'GOBP_DNA_DAMAGE_RESPONSE', 'GOBP_INTRINSIC_APOPTOTIC_SIGNALING_PATHWAY', 'GOBP_INTRINSIC_APOPTOTIC_SIGNALING_PATHWAY_IN_RESPONSE_TO_DNA_DAMAGE', 'GOBP_INTRINSIC_APOPTOTIC_SIGNALING_PATHWAY_IN_RESPONSE_TO_DNA_DAMAGE_BY_P53_CLASS_MEDIATOR', 'GOBP_POSITIVE_REGULATION_BY_HOST_OF_VIRAL_TRANSCRIPTION', 'GOMF_DNA_BINDING_TRANSCRIPTION_FACTOR_BINDING', 'GOMF_NUCLEAR_VITAMIN_D_RECEPTOR_BINDING', 'GOMF_RNA_POLYMERASE_II_SPECIFIC_DNA_BINDING_TRANSCRIPTION_FACTOR_BINDING', 'GOMF_TRANSCRIPTION_COACTIVATOR_ACTIVITY', 'KEGG_NOTCH_SIGNALING_PATHWAY', 'MOOTHA_PGC', 'PULVER_FOREY_PERTURB_ACCUMULATION_S', 'TIEN_INTESTINE_PROBIOTICS_6HR_DN']"
MDC1,混合(HR+NER),1,0,0,1,0,0,0,0,19,"['ACEVEDO_LIVER_CANCER_UP', 'ACEVEDO_LIVER_TUMOR_VS_NORMAL_ADJACENT_TISSUE_UP', 'COLLIS_PRKDC_REGULATORS', 'DAZARD_RESPONSE_TO_UV_NHEK_DN', 'GEORGES_TARGETS_OF_MIR192_AND_MIR215', 'GOBP_CHROMATIN_ORGANIZATION', 'GOBP_DNA_DAMAGE_RESPONSE', 'GOBP_DNA_INTEGRITY_CHECKPOINT_SIGNALING', 'GOBP_DNA_REPAIR', 'GOBP_DNA_REPLICATION_CHECKPOINT_SIGNALING', 'GOBP_MITOTIC_DNA_INTEGRITY_CHECKPOINT_SIGNALING', 'GOBP_MITOTIC_INTRA_S_DNA_DAMAGE_CHECKPOINT_SIGNALING', 'GOBP_PROTEIN_LOCALIZATION_TO_SITE_OF_DOUBLE_STRAND_BREAK', 'GOBP_SIGNAL_TRANSDUCTION_IN_RESPONSE_TO_DNA_DAMAGE', 'GOCC_CHROMOSOME', 'GOCC_SITE_OF_DNA_DAMAGE', 'GOCC_SITE_OF_DOUBLE_STRAND_BREAK', 'MISSIAGLIA_REGULATED_BY_METHYLATION_DN', 'PULVER_FOREY_CELLCYCLE_PEAKING_S2', 'REACTOME_DNA_DOUBLE_STRAND_BREAK_REPAIR', 'REACTOME_DNA_DOUBLE_STRAND_BREAK_RESPONSE', 'REACTOME_DNA_REPAIR', 'REACTOME_DOUBLE_STRAND_BREAK_REPAIR', 'REACTOME_G2_M_DNA_DAMAGE_CHECKPOINT', 'REACTOME_HOMOLOGOUS_RECOMBINATION_REPAIR_OF_REPLICATION_INDEPENDENT_DOUBLE_STRAND_BREAKS', 'REACTOME_HOMOLOGY_DIRECTED_REPAIR', 'REACTOME_PROCESSING_OF_DNA_DOUBLE_STRAND_BREAK_ENDS', 'REACTOME_SUMOYLATION_OF_DNA_DAMAGE_RESPONSE_AND_REPAIR_PROTEINS', 'REACTOME_TP53_REGULATES_TRANSCRIPTION_OF_DNA_REPAIR_GENES', 'WANG_CISPLATIN_RESPONSE_AND_XPC_UP', 'WHITFIELD_CELL_CYCLE_G2_M', 'WP_DNA_IRDAMAGE_AND_CELLULAR_RESPONSE_VIA_ATR', 'WP_DNA_IRDOUBLE_STRAND_BREAKS_AND_CELLULAR_RESPONSE_VIA_ATM', 'WP_NIPBL_ROLE_IN_DNA_DAMAGE_CORNELIA_DE_LANGE_SYNDROME', 'WP_SMC1SMC3_ROLE_IN_DNA_DAMAGE_CORNELIA_DE_LANGE_SYNDROME', 'ZHOU_CELL_CYCLE_GENES_IN_IR_RESPONSE_24HR']"
CHD4,同源重组（HR）,1,0,0,0,0,0,0,0,18,"['DEBIASI_APOPTOSIS_BY_REOVIRUS_INFECTION_DN', 'GOBP_CHROMATIN_ORGANIZATION', 'GOBP_CHROMATIN_REMODELING', 'GOBP_DNA_DAMAGE_RESPONSE', 'GOBP_DNA_REPAIR', 'GOBP_DOUBLE_STRAND_BREAK_REPAIR', 'GOBP_RECOMBINATIONAL_REPAIR', 'GOCC_CHROMOSOME', 'GOCC_SITE_OF_DNA_DAMAGE', 'GOCC_TRANSCRIPTION_REGULATOR_COMPLEX', 'GOMF_CHROMATIN_DNA_BINDING', 'GOMF_DNA_BINDING_TRANSCRIPTION_FACTOR_BINDING', 'GOMF_HISTONE_BINDING', 'GOMF_NUCLEOSOMAL_DNA_BINDING', 'GOMF_NUCLEOSOME_BINDING', 'GOMF_RNA_POLYMERASE_II_SPECIFIC_DNA_BINDING_TRANSCRIPTION_FACTOR_BINDING', 'GOMF_TRANSCRIPTION_COREGULATOR_BINDING', 'MODULE_244', 'PULVER_FOREY_CELLCYCLE_ENRICHED_TFS_G2_M', 'PULVER_FOREY_CELLCYCLE_ENRICHED_TFS_M', 'PULVER_FOREY_PERTURB_ACCUMULATION_S', 'PULVER_FOREY_PERTURB_ATTRITION_LG1', 'SU_HO_FOETAL_FEMUR_C4_FIBROBLAST']"
NIPBL,混合(HR+BER+NER),1,0,1,1,0,0,0,0,9,"['DACOSTA_UV_RESPONSE_VIA_ERCC3_DN', 'DING_LUNG_CANCER_EXPRESSION_BY_COPY_NUMBER', 'GOBP_CHROMATIN_ORGANIZATION', 'GOBP_CHROMATIN_REMODELING', 'GOBP_CHROMOSOME_ORGANIZATION', 'GOBP_DNA_DAMAGE_RESPONSE', 'GOBP_DNA_REPAIR', 'GOBP_DOUBLE_STRAND_BREAK_REPAIR', 'GOBP_MITOTIC_NUCLEAR_DIVISION', 'GOBP_RECOMBINATIONAL_REPAIR', 'GOBP_REPLICATION_BORN_DOUBLE_STRAND_BREAK_REPAIR_VIA_SISTER_CHROMATID_EXCHANGE', 'GOCC_CHROMOSOME', 'LU_AGING_BRAIN_UP', 'WHITFIELD_CELL_CYCLE_G2', 'WP_NIPBL_ROLE_IN_DNA_DAMAGE_CORNELIA_DE_LANGE_SYNDROME']"
POGZ,同源重组（HR）,1,0,0,0,0,0,0,0,18,"['ACEVEDO_METHYLATED_IN_LIVER_CANCER_DN', 'BOYAULT_LIVER_CANCER_SUBCLASS_G1_UP', 'CHARAFE_BREAST_CANCER_LUMINAL_VS_BASAL_UP', 'DAZARD_RESPONSE_TO_UV_NHEK_DN', 'DAZARD_RESPONSE_TO_UV_SCC_DN', 'GCM_DFFA', 'GENTILE_UV_HIGH_DOSE_DN', 'GENTILE_UV_RESPONSE_CLUSTER_D4', 'GOBP_CENTROMERE_COMPLEX_ASSEMBLY', 'GOBP_CHROMOSOME_ORGANIZATION', 'GOBP_DNA_DAMAGE_RESPONSE', 'GOBP_DNA_REPAIR', 'GOBP_DOUBLE_STRAND_BREAK_REPAIR', 'GOBP_KINETOCHORE_ASSEMBLY', 'GOBP_KINETOCHORE_ORGANIZATION', 'GOBP_RECOMBINATIONAL_REPAIR', 'GOCC_CHROMOSOME', 'LOCKWOOD_AMPLIFIED_IN_LUNG_CANCER', 'PULVER_FOREY_CELLCYCLE_PEAKING_S2', 'PULVER_FOREY_PERTURB_ATTRITION_S', 'SU_HO_CONV_CENT_CHONDROSARCOMA_C1_HIGH_GRADE_CHONDROSARCOMA_2', 'WANG_CLIM2_TARGETS_UP']"
RBBP6,碱基切除修复（BER）,0,0,1,0,0,0,0,0,14,"['CHEN_NEUROBLASTOMA_COPY_NUMBER_GAINS', 'DEBIASI_APOPTOSIS_BY_REOVIRUS_INFECTION_DN', 'ENK_UV_RESPONSE_KERATINOCYTE_UP', 'GINESTIER_BREAST_CANCER_ZNF217_AMPLIFIED_DN', 'GOBP_DNA_DAMAGE_RESPONSE', 'GOBP_DNA_REPLICATION', 'GOBP_REGULATION_OF_DNA_REPLICATION', 'GOCC_CHROMOSOME', 'GOCC_NUCLEOLUS', 'HATADA_METHYLATED_IN_LUNG_CANCER_UP', 'KYNG_DNA_DAMAGE_BY_GAMMA_AND_UV_RADIATION', 'KYNG_DNA_DAMAGE_UP', 'PULVER_FOREY_CELLCYCLE_PEAKING_G2_M', 'SU_HO_CONV_CENT_CHONDROSARCOMA_C1_HIGH_GRADE_CHONDROSARCOMA_2', 'VANHARANTA_UTERINE_FIBROID_WITH_7Q_DELETION_UP', 'WANG_CLIM2_TARGETS_DN']"
SMC5,混合(NER+HR+NHEJ),1,1,0,3,0,0,0,0,19,"['CASORELLI_ACUTE_PROMYELOCYTIC_LEUKEMIA_UP', 'DACOSTA_UV_RESPONSE_VIA_ERCC3_COMMON_DN', 'DACOSTA_UV_RESPONSE_VIA_ERCC3_DN', 'DAZARD_RESPONSE_TO_UV_NHEK_DN', 'DAZARD_UV_RESPONSE_CLUSTER_G6', 'FAELT_B_CLL_WITH_VH3_21_DN', 'GOBP_CHROMATIN_ORGANIZATION', 'GOBP_CHROMOSOME_ORGANIZATION', 'GOBP_DNA_DAMAGE_RESPONSE', 'GOBP_DNA_REPAIR', 'GOBP_DOUBLE_STRAND_BREAK_REPAIR', 'GOBP_DOUBLE_STRAND_BREAK_REPAIR_VIA_NONHOMOLOGOUS_END_JOINING', 'GOBP_MITOTIC_RECOMBINATION', 'GOBP_RECOMBINATIONAL_REPAIR', 'GOBP_TELOMERE_ORGANIZATION', 'GOCC_CHROMOSOME', 'GOCC_CHROMOSOME_CENTROMERIC_REGION', 'GOCC_CONDENSED_CHROMOSOME', 'GOCC_SITE_OF_DNA_DAMAGE', 'GOCC_SITE_OF_DOUBLE_STRAND_BREAK', 'GOCC_SMC5_SMC6_COMPLEX', 'GOMF_DNA_SECONDARY_STRUCTURE_BINDING', 'HUTTMANN_B_CLL_POOR_SURVIVAL_DN', 'LU_AGING_BRAIN_UP', 'MORF_DDB1', 'PULVER_FOREY_CELLCYCLE_PEAKING_S1', 'REACTOME_SUMOYLATION_OF_DNA_DAMAGE_RESPONSE_AND_REPAIR_PROTEINS', 'SCHLOSSER_SERUM_RESPONSE_DN', 'SCIBETTA_KDM5B_TARGETS_DN']"
DDB2,混合(NER+BER),0,0,1,6,0,0,0,0,21,"['CHICAS_RB1_TARGETS_SENESCENT', 'DEBIASI_APOPTOSIS_BY_REOVIRUS_INFECTION_DN', 'DEURIG_T_CELL_PROLYMPHOCYTIC_LEUKEMIA_DN', 'ENK_UV_RESPONSE_EPIDERMIS_UP', 'GOBP_DNA_DAMAGE_RESPONSE', 'GOBP_DNA_REPAIR', 'GOBP_NUCLEOTIDE_EXCISION_REPAIR', 'GOBP_PYRIMIDINE_DIMER_REPAIR', 'GOBP_UV_DAMAGE_EXCISION_REPAIR', 'GOCC_CHROMOSOME', 'GOCC_SITE_OF_DNA_DAMAGE', 'HALLMARK_DNA_REPAIR', 'HP_ABNORMALITY_OF_DNA_REPAIR', 'HP_DEFECTIVE_DNA_REPAIR_AFTER_ULTRAVIOLET_RADIATION_DAMAGE', 'KANNAN_TP53_TARGETS_UP', 'KAUFFMANN_DNA_REPAIR_GENES', 'KEGG_NUCLEOTIDE_EXCISION_REPAIR', 'KEGG_P53_SIGNALING_PATHWAY', 'MANN_RESPONSE_TO_AMIFOSTINE_UP', 'PULVER_FOREY_CELLCYCLE_PEAKING_S1', 'REACTOME_DNA_DAMAGE_RECOGNITION_IN_GG_NER', 'REACTOME_DNA_REPAIR', 'REACTOME_GLOBAL_GENOME_NUCLEOTIDE_EXCISION_REPAIR_GG_NER', 'REACTOME_NUCLEOTIDE_EXCISION_REPAIR', 'REACTOME_TP53_REGULATES_TRANSCRIPTION_OF_DNA_REPAIR_GENES', 'ROVERSI_GLIOMA_COPY_NUMBER_UP', 'SMIRNOV_RESPONSE_TO_IR_6HR_UP', 'SPIELMAN_LYMPHOBLAST_EUROPEAN_VS_ASIAN_UP', 'SU_HO_FOETAL_FEMUR_C3_PROLIFERATING_CHONDROCYTE', 'TSAI_RESPONSE_TO_IONIZING_RADIATION', 'VANHARANTA_UTERINE_FIBROID_UP', 'WP_DNA_DAMAGE_RESPONSE', 'WP_DNA_REPAIR_PATHWAYS_FULL_NETWORK', 'WP_MIRNA_REGULATION_OF_DNA_DAMAGE_RESPONSE', 'WP_NUCLEOTIDE_EXCISION_REPAIR', 'WP_NUCLEOTIDE_EXCISION_REPAIR_IN_XERODERMA_PIGMENTOSUM']"
CDC5L,损伤应答检查点（CP）,0,0,0,0,0,0,0,4,19,"['ACEVEDO_LIVER_CANCER_UP', 'ACEVEDO_LIVER_TUMOR_VS_NORMAL_ADJACENT_TISSUE_UP', 'CASORELLI_ACUTE_PROMYELOCYTIC_LEUKEMIA_DN', 'ENK_UV_RESPONSE_EPIDERMIS_DN', 'GOBP_DNA_DAMAGE_RESPONSE', 'GOBP_DNA_INTEGRITY_CHECKPOINT_SIGNALING', 'GOBP_DNA_REPAIR', 'GOBP_SIGNAL_TRANSDUCTION_IN_RESPONSE_TO_DNA_DAMAGE', 'GOCC_DNA_REPLICATION_FACTOR_A_COMPLEX', 'GOCC_NUCLEAR_REPLICATION_FORK', 'GOCC_PROTEIN_DNA_COMPLEX', 'GOCC_REPLICATION_FORK', 'GOCC_REPLISOME', 'GOMF_DNA_BINDING_TRANSCRIPTION_FACTOR_ACTIVITY', 'GOMF_RNA_POLYMERASE_II_TRANSCRIPTION_REGULATORY_REGION_SEQUENCE_SPECIFIC_DNA_BINDING', 'GOMF_SEQUENCE_SPECIFIC_DNA_BINDING', 'PULVER_FOREY_CELLCYCLE_ENRICHED_TFS_G2', 'PULVER_FOREY_CELLCYCLE_ENRICHED_TFS_G2_M', 'PULVER_FOREY_CELLCYCLE_ENRICHED_TFS_S2', 'PULVER_FOREY_CELLCYCLE_PEAKING_S1', 'TIEN_INTESTINE_PROBIOTICS_24HR_DN', 'TIEN_INTESTINE_PROBIOTICS_6HR_UP', 'XU_AKT1_TARGETS_6HR']"
NABP2,同源重组（HR）,1,0,0,0,0,0,0,0,10,"['ACEVEDO_LIVER_TUMOR_VS_NORMAL_ADJACENT_TISSUE_UP', 'GOBP_CHROMOSOME_ORGANIZATION', 'GOBP_DNA_DAMAGE_RESPONSE', 'GOBP_DNA_REPAIR', 'GOBP_DOUBLE_STRAND_BREAK_REPAIR', 'GOBP_RECOMBINATIONAL_REPAIR', 'GOBP_TELOMERE_CAPPING', 'GOBP_TELOMERE_ORGANIZATION', 'GOCC_CHROMOSOME', 'GOCC_SITE_OF_DNA_DAMAGE', 'GOCC_SITE_OF_DOUBLE_STRAND_BREAK', 'GOMF_DNA_POLYMERASE_BINDING', 'GOMF_SEQUENCE_SPECIFIC_DNA_BINDING', 'GOMF_SEQUENCE_SPECIFIC_SINGLE_STRANDED_DNA_BINDING', 'PULVER_FOREY_CELLCYCLE_PEAKING_G2_M', 'PULVER_FOREY_PERTURB_ATTRITION_LG1', 'WP_DNA_IRDOUBLE_STRAND_BREAKS_AND_CELLULAR_RESPONSE_VIA_ATM']"
CHCHD6,损伤应答检查点（CP）,0,0,0,0,0,0,0,1,1,"['GOBP_DNA_DAMAGE_RESPONSE', 'PULVER_FOREY_PERTURB_ATTRITION_LG1']"
INIP,同源重组（HR）,1,0,0,0,0,0,0,0,7,"['ACEVEDO_LIVER_CANCER_UP', 'ACEVEDO_LIVER_TUMOR_VS_NORMAL_ADJACENT_TISSUE_UP', 'GEORGES_TARGETS_OF_MIR192_AND_MIR215', 'GINESTIER_BREAST_CANCER_ZNF217_AMPLIFIED_UP', 'GOBP_DNA_DAMAGE_RESPONSE', 'GOBP_DNA_REPAIR', 'GOBP_DOUBLE_STRAND_BREAK_REPAIR', 'GOBP_RECOMBINATIONAL_REPAIR', 'GOCC_CHROMOSOME', 'GOCC_SITE_OF_DNA_DAMAGE', 'GOCC_SITE_OF_DOUBLE_STRAND_BREAK', 'PULVER_FOREY_CELLCYCLE_PEAKING_S2', 'WANG_LMO4_TARGETS_UP']"
